"GEO_ID","NAME","B19013_001E","B19013_001EA","B19013_001M","B19013_001MA",
"1500000US060855025001","Block Group 1, Census Tract 5025, Santa Clara County, California","191622","null","53233","null",
"1500000US060855025002","Block Group 2, Census Tract 5025, Santa Clara County, California","171544","null","64166","null",
"1500000US060855025003","Block Group 3, Census Tract 5025, Santa Clara County, California","250,000+","250,000+","***","***",
"1500000US060855025004","Block Group 4, Census Tract 5025, Santa Clara County, California","213750","null","69423","null",
"1500000US060855025005","Block Group 5, Census Tract 5025, Santa Clara County, California","135783","null","67068","null",
"1500000US060855025006","Block Group 6, Census Tract 5025, Santa Clara County, California","222727","null","159418","null",
"1500000US060855026011","Block Group 1, Census Tract 5026.01, Santa Clara County, California","216458","null","123832","null",
"1500000US060855026012","Block Group 2, Census Tract 5026.01, Santa Clara County, California","171944","null","78764","null",
"1500000US060855026013","Block Group 3, Census Tract 5026.01, Santa Clara County, California","100729","null","30382","null",
"1500000US060855026031","Block Group 1, Census Tract 5026.03, Santa Clara County, California","115139","null","47377","null",
"1500000US060855026032","Block Group 2, Census Tract 5026.03, Santa Clara County, California","178024","null","61963","null",
"1500000US060855026033","Block Group 3, Census Tract 5026.03, Santa Clara County, California","185781","null","30345","null",
"1500000US060855026041","Block Group 1, Census Tract 5026.04, Santa Clara County, California","120854","null","56926","null",
"1500000US060855026042","Block Group 2, Census Tract 5026.04, Santa Clara County, California","168160","null","72064","null",
"1500000US060855026043","Block Group 3, Census Tract 5026.04, Santa Clara County, California","90063","null","14972","null",
"1500000US060855027011","Block Group 1, Census Tract 5027.01, Santa Clara County, California","99537","null","57054","null",
"1500000US060855027012","Block Group 2, Census Tract 5027.01, Santa Clara County, California","118438","null","60351","null",
"1500000US060855027013","Block Group 3, Census Tract 5027.01, Santa Clara County, California","124688","null","18498","null",
"1500000US060855027031","Block Group 1, Census Tract 5027.03, Santa Clara County, California","201016","null","52417","null",
"1500000US060855027032","Block Group 2, Census Tract 5027.03, Santa Clara County, California","120724","null","12180","null",
"1500000US060855027033","Block Group 3, Census Tract 5027.03, Santa Clara County, California","129417","null","47051","null",
"1500000US060855027041","Block Group 1, Census Tract 5027.04, Santa Clara County, California","99728","null","61705","null",
"1500000US060855027042","Block Group 2, Census Tract 5027.04, Santa Clara County, California","217204","null","49466","null",
"1500000US060855027043","Block Group 3, Census Tract 5027.04, Santa Clara County, California","180375","null","58482","null",
"1500000US060855028001","Block Group 1, Census Tract 5028, Santa Clara County, California","152333","null","60463","null",
"1500000US060855028002","Block Group 2, Census Tract 5028, Santa Clara County, California","143942","null","43221","null",
"1500000US060855028003","Block Group 3, Census Tract 5028, Santa Clara County, California","216250","null","99026","null",
"1500000US060855029011","Block Group 1, Census Tract 5029.01, Santa Clara County, California","161494","null","50192","null",
"1500000US060855029012","Block Group 2, Census Tract 5029.01, Santa Clara County, California","197893","null","41655","null",
"1500000US060855029013","Block Group 3, Census Tract 5029.01, Santa Clara County, California","177216","null","57649","null",
"1500000US060855029014","Block Group 4, Census Tract 5029.01, Santa Clara County, California","84565","null","46637","null",
"1500000US060855029021","Block Group 1, Census Tract 5029.02, Santa Clara County, California","183203","null","76155","null",
"1500000US060855029022","Block Group 2, Census Tract 5029.02, Santa Clara County, California","153839","null","13543","null",
"1500000US060855029023","Block Group 3, Census Tract 5029.02, Santa Clara County, California","145804","null","53554","null",
"1500000US060855029031","Block Group 1, Census Tract 5029.03, Santa Clara County, California","179559","null","79657","null",
"1500000US060855029032","Block Group 2, Census Tract 5029.03, Santa Clara County, California","237596","null","69550","null",
"1500000US060855029033","Block Group 3, Census Tract 5029.03, Santa Clara County, California","142625","null","63755","null",
"1500000US060855029061","Block Group 1, Census Tract 5029.06, Santa Clara County, California","105063","null","26825","null",
"1500000US060855029062","Block Group 2, Census Tract 5029.06, Santa Clara County, California","113182","null","25162","null",
"1500000US060855029063","Block Group 3, Census Tract 5029.06, Santa Clara County, California","122143","null","105826","null",
"1500000US060855029071","Block Group 1, Census Tract 5029.07, Santa Clara County, California","165903","null","23010","null",
"1500000US060855029072","Block Group 2, Census Tract 5029.07, Santa Clara County, California","138750","null","38016","null",
"1500000US060855029081","Block Group 1, Census Tract 5029.08, Santa Clara County, California","90982","null","61410","null",
"1500000US060855029082","Block Group 2, Census Tract 5029.08, Santa Clara County, California","148966","null","29196","null",
"1500000US060855029083","Block Group 3, Census Tract 5029.08, Santa Clara County, California","123333","null","83180","null",
"1500000US060855029091","Block Group 1, Census Tract 5029.09, Santa Clara County, California","108098","null","31209","null",
"1500000US060855029092","Block Group 2, Census Tract 5029.09, Santa Clara County, California","116776","null","28453","null",
"1500000US060855029093","Block Group 3, Census Tract 5029.09, Santa Clara County, California","108958","null","17189","null",
"1500000US060855029094","Block Group 4, Census Tract 5029.09, Santa Clara County, California","76338","null","23126","null",
"1500000US060855029101","Block Group 1, Census Tract 5029.10, Santa Clara County, California","161875","null","47359","null",
"1500000US060855029102","Block Group 2, Census Tract 5029.10, Santa Clara County, California","117461","null","93602","null",
"1500000US060855029103","Block Group 3, Census Tract 5029.10, Santa Clara County, California","92689","null","13596","null",
"1500000US060855029104","Block Group 4, Census Tract 5029.10, Santa Clara County, California","75801","null","15690","null",
"1500000US060855030011","Block Group 1, Census Tract 5030.01, Santa Clara County, California","120000","null","27893","null",
"1500000US060855030012","Block Group 2, Census Tract 5030.01, Santa Clara County, California","210625","null","23851","null",
"1500000US060855030013","Block Group 3, Census Tract 5030.01, Santa Clara County, California","154844","null","41546","null",
"1500000US060855030021","Block Group 1, Census Tract 5030.02, Santa Clara County, California","111506","null","29176","null",
"1500000US060855030022","Block Group 2, Census Tract 5030.02, Santa Clara County, California","166058","null","29033","null",
"1500000US060855030031","Block Group 1, Census Tract 5030.03, Santa Clara County, California","170795","null","37442","null",
"1500000US060855030032","Block Group 2, Census Tract 5030.03, Santa Clara County, California","151750","null","120077","null",
"1500000US060855030033","Block Group 3, Census Tract 5030.03, Santa Clara County, California","136705","null","30237","null",
"1500000US060855031051","Block Group 1, Census Tract 5031.05, Santa Clara County, California","47411","null","10138","null",
"1500000US060855031101","Block Group 1, Census Tract 5031.10, Santa Clara County, California","61250","null","21449","null",
"1500000US060855031102","Block Group 2, Census Tract 5031.10, Santa Clara County, California","-","-","**","**",
"1500000US060855031103","Block Group 3, Census Tract 5031.10, Santa Clara County, California","55221","null","25389","null",
"1500000US060855031111","Block Group 1, Census Tract 5031.11, Santa Clara County, California","106250","null","21897","null",
"1500000US060855031112","Block Group 2, Census Tract 5031.11, Santa Clara County, California","98703","null","17775","null",
"1500000US060855031113","Block Group 3, Census Tract 5031.11, Santa Clara County, California","119688","null","15901","null",
"1500000US060855031121","Block Group 1, Census Tract 5031.12, Santa Clara County, California","57946","null","32578","null",
"1500000US060855031122","Block Group 2, Census Tract 5031.12, Santa Clara County, California","58684","null","43754","null",
"1500000US060855031123","Block Group 3, Census Tract 5031.12, Santa Clara County, California","43627","null","8279","null",
"1500000US060855031131","Block Group 1, Census Tract 5031.13, Santa Clara County, California","80843","null","8997","null",
"1500000US060855031132","Block Group 2, Census Tract 5031.13, Santa Clara County, California","68661","null","32702","null",
"1500000US060855031161","Block Group 1, Census Tract 5031.16, Santa Clara County, California","99100","null","26539","null",
"1500000US060855031162","Block Group 2, Census Tract 5031.16, Santa Clara County, California","94734","null","41425","null",
"1500000US060855031163","Block Group 3, Census Tract 5031.16, Santa Clara County, California","140229","null","46447","null",
"1500000US060855031171","Block Group 1, Census Tract 5031.17, Santa Clara County, California","76161","null","18172","null",
"1500000US060855031172","Block Group 2, Census Tract 5031.17, Santa Clara County, California","73482","null","12259","null",
"1500000US060855031181","Block Group 1, Census Tract 5031.18, Santa Clara County, California","100679","null","36754","null",
"1500000US060855031182","Block Group 2, Census Tract 5031.18, Santa Clara County, California","-","-","**","**",
"1500000US060855031183","Block Group 3, Census Tract 5031.18, Santa Clara County, California","90147","null","22770","null",
"1500000US060855031211","Block Group 1, Census Tract 5031.21, Santa Clara County, California","66250","null","18388","null",
"1500000US060855031212","Block Group 2, Census Tract 5031.21, Santa Clara County, California","47529","null","15249","null",
"1500000US060855031213","Block Group 3, Census Tract 5031.21, Santa Clara County, California","75156","null","21137","null",
"1500000US060855031221","Block Group 1, Census Tract 5031.22, Santa Clara County, California","27669","null","12195","null",
"1500000US060855031222","Block Group 2, Census Tract 5031.22, Santa Clara County, California","66657","null","19273","null",
"1500000US060855031231","Block Group 1, Census Tract 5031.23, Santa Clara County, California","60461","null","10954","null",
"1500000US060855031232","Block Group 2, Census Tract 5031.23, Santa Clara County, California","31776","null","3817","null",
"1500000US060855031241","Block Group 1, Census Tract 5031.24, Santa Clara County, California","-","-","**","**",
"1500000US060855031242","Block Group 2, Census Tract 5031.24, Santa Clara County, California","88856","null","58376","null",
"1500000US060855031243","Block Group 3, Census Tract 5031.24, Santa Clara County, California","83040","null","27989","null",
"1500000US060855031251","Block Group 1, Census Tract 5031.25, Santa Clara County, California","160364","null","35670","null",
"1500000US060855031252","Block Group 2, Census Tract 5031.25, Santa Clara County, California","101004","null","7633","null",
"1500000US060855031261","Block Group 1, Census Tract 5031.26, Santa Clara County, California","120000","null","66210","null",
"1500000US060855031271","Block Group 1, Census Tract 5031.27, Santa Clara County, California","134464","null","35023","null",
"1500000US060855031272","Block Group 2, Census Tract 5031.27, Santa Clara County, California","88284","null","26456","null",
"1500000US060855032071","Block Group 1, Census Tract 5032.07, Santa Clara County, California","100481","null","23437","null",
"1500000US060855032072","Block Group 2, Census Tract 5032.07, Santa Clara County, California","109167","null","23442","null",
"1500000US060855032081","Block Group 1, Census Tract 5032.08, Santa Clara County, California","115673","null","26446","null",
"1500000US060855032082","Block Group 2, Census Tract 5032.08, Santa Clara County, California","132031","null","36186","null",
"1500000US060855032101","Block Group 1, Census Tract 5032.10, Santa Clara County, California","101042","null","24288","null",
"1500000US060855032102","Block Group 2, Census Tract 5032.10, Santa Clara County, California","105101","null","33156","null",
"1500000US060855032111","Block Group 1, Census Tract 5032.11, Santa Clara County, California","81750","null","47854","null",
"1500000US060855032112","Block Group 2, Census Tract 5032.11, Santa Clara County, California","160288","null","28453","null",
"1500000US060855032121","Block Group 1, Census Tract 5032.12, Santa Clara County, California","92174","null","16153","null",
"1500000US060855032122","Block Group 2, Census Tract 5032.12, Santa Clara County, California","94597","null","16892","null",
"1500000US060855032123","Block Group 3, Census Tract 5032.12, Santa Clara County, California","168468","null","28503","null",
"1500000US060855032131","Block Group 1, Census Tract 5032.13, Santa Clara County, California","49250","null","17339","null",
"1500000US060855032132","Block Group 2, Census Tract 5032.13, Santa Clara County, California","76926","null","14807","null",
"1500000US060855032171","Block Group 1, Census Tract 5032.17, Santa Clara County, California","77880","null","32768","null",
"1500000US060855032172","Block Group 2, Census Tract 5032.17, Santa Clara County, California","79167","null","41492","null",
"1500000US060855032173","Block Group 3, Census Tract 5032.17, Santa Clara County, California","-","-","**","**",
"1500000US060855032181","Block Group 1, Census Tract 5032.18, Santa Clara County, California","70956","null","47144","null",
"1500000US060855032182","Block Group 2, Census Tract 5032.18, Santa Clara County, California","41858","null","10373","null",
"1500000US060855032183","Block Group 3, Census Tract 5032.18, Santa Clara County, California","79844","null","51340","null",
"1500000US060855032191","Block Group 1, Census Tract 5032.19, Santa Clara County, California","62197","null","56752","null",
"1500000US060855032192","Block Group 2, Census Tract 5032.19, Santa Clara County, California","52106","null","24974","null",
"1500000US060855032201","Block Group 1, Census Tract 5032.20, Santa Clara County, California","-","-","**","**",
"1500000US060855032202","Block Group 2, Census Tract 5032.20, Santa Clara County, California","82770","null","41079","null",
"1500000US060855032203","Block Group 3, Census Tract 5032.20, Santa Clara County, California","70561","null","29040","null",
"1500000US060855032211","Block Group 1, Census Tract 5032.21, Santa Clara County, California","21303","null","4011","null",
"1500000US060855032212","Block Group 2, Census Tract 5032.21, Santa Clara County, California","99129","null","36748","null",
"1500000US060855032221","Block Group 1, Census Tract 5032.22, Santa Clara County, California","77159","null","28925","null",
"1500000US060855032222","Block Group 2, Census Tract 5032.22, Santa Clara County, California","56917","null","20027","null",
"1500000US060855033041","Block Group 1, Census Tract 5033.04, Santa Clara County, California","59375","null","15780","null",
"1500000US060855033042","Block Group 2, Census Tract 5033.04, Santa Clara County, California","84983","null","24757","null",
"1500000US060855033043","Block Group 3, Census Tract 5033.04, Santa Clara County, California","110278","null","21409","null",
"1500000US060855033044","Block Group 4, Census Tract 5033.04, Santa Clara County, California","83333","null","21380","null",
"1500000US060855033051","Block Group 1, Census Tract 5033.05, Santa Clara County, California","90923","null","28190","null",
"1500000US060855033052","Block Group 2, Census Tract 5033.05, Santa Clara County, California","90257","null","42782","null",
"1500000US060855033053","Block Group 3, Census Tract 5033.05, Santa Clara County, California","65000","null","45709","null",
"1500000US060855033061","Block Group 1, Census Tract 5033.06, Santa Clara County, California","70357","null","25889","null",
"1500000US060855033062","Block Group 2, Census Tract 5033.06, Santa Clara County, California","107500","null","28233","null",
"1500000US060855033063","Block Group 3, Census Tract 5033.06, Santa Clara County, California","115417","null","30238","null",
"1500000US060855033121","Block Group 1, Census Tract 5033.12, Santa Clara County, California","125682","null","30700","null",
"1500000US060855033122","Block Group 2, Census Tract 5033.12, Santa Clara County, California","156338","null","39416","null",
"1500000US060855033123","Block Group 3, Census Tract 5033.12, Santa Clara County, California","106850","null","54744","null",
"1500000US060855033131","Block Group 1, Census Tract 5033.13, Santa Clara County, California","232596","null","120566","null",
"1500000US060855033132","Block Group 2, Census Tract 5033.13, Santa Clara County, California","164375","null","64464","null",
"1500000US060855033133","Block Group 3, Census Tract 5033.13, Santa Clara County, California","166346","null","48924","null",
"1500000US060855033151","Block Group 1, Census Tract 5033.15, Santa Clara County, California","174579","null","30404","null",
"1500000US060855033152","Block Group 2, Census Tract 5033.15, Santa Clara County, California","83523","null","40744","null",
"1500000US060855033153","Block Group 3, Census Tract 5033.15, Santa Clara County, California","134213","null","32969","null",
"1500000US060855033154","Block Group 4, Census Tract 5033.15, Santa Clara County, California","109583","null","23897","null",
"1500000US060855033211","Block Group 1, Census Tract 5033.21, Santa Clara County, California","120125","null","45433","null",
"1500000US060855033212","Block Group 2, Census Tract 5033.21, Santa Clara County, California","159600","null","28755","null",
"1500000US060855033221","Block Group 1, Census Tract 5033.22, Santa Clara County, California","113828","null","31055","null",
"1500000US060855033222","Block Group 2, Census Tract 5033.22, Santa Clara County, California","107917","null","34749","null",
"1500000US060855033223","Block Group 3, Census Tract 5033.22, Santa Clara County, California","89188","null","55735","null",
"1500000US060855033231","Block Group 1, Census Tract 5033.23, Santa Clara County, California","137989","null","13407","null",
"1500000US060855033232","Block Group 2, Census Tract 5033.23, Santa Clara County, California","138309","null","42822","null",
"1500000US060855033241","Block Group 1, Census Tract 5033.24, Santa Clara County, California","146875","null","28258","null",
"1500000US060855033242","Block Group 2, Census Tract 5033.24, Santa Clara County, California","142287","null","39091","null",
"1500000US060855033251","Block Group 1, Census Tract 5033.25, Santa Clara County, California","135125","null","47719","null",
"1500000US060855033252","Block Group 2, Census Tract 5033.25, Santa Clara County, California","170484","null","28962","null",
"1500000US060855033261","Block Group 1, Census Tract 5033.26, Santa Clara County, California","126172","null","12926","null",
"1500000US060855033262","Block Group 2, Census Tract 5033.26, Santa Clara County, California","242639","null","44416","null",
"1500000US060855033263","Block Group 3, Census Tract 5033.26, Santa Clara County, California","147750","null","75730","null",
"1500000US060855033271","Block Group 1, Census Tract 5033.27, Santa Clara County, California","112386","null","38034","null",
"1500000US060855033272","Block Group 2, Census Tract 5033.27, Santa Clara County, California","154063","null","75764","null",
"1500000US060855033273","Block Group 3, Census Tract 5033.27, Santa Clara County, California","108889","null","53197","null",
"1500000US060855033291","Block Group 1, Census Tract 5033.29, Santa Clara County, California","220592","null","38070","null",
"1500000US060855033292","Block Group 2, Census Tract 5033.29, Santa Clara County, California","183750","null","46446","null",
"1500000US060855033301","Block Group 1, Census Tract 5033.30, Santa Clara County, California","250,000+","250,000+","***","***",
"1500000US060855033302","Block Group 2, Census Tract 5033.30, Santa Clara County, California","249868","null","90184","null",
"1500000US060855033303","Block Group 3, Census Tract 5033.30, Santa Clara County, California","250,000+","250,000+","***","***",
"1500000US060855033304","Block Group 4, Census Tract 5033.30, Santa Clara County, California","199063","null","93257","null",
"1500000US060855033311","Block Group 1, Census Tract 5033.31, Santa Clara County, California","82021","null","27370","null",
"1500000US060855033312","Block Group 2, Census Tract 5033.31, Santa Clara County, California","160369","null","9347","null",
"1500000US060855033321","Block Group 1, Census Tract 5033.32, Santa Clara County, California","75957","null","21119","null",
"1500000US060855033322","Block Group 2, Census Tract 5033.32, Santa Clara County, California","96104","null","17340","null",
"1500000US060855033323","Block Group 3, Census Tract 5033.32, Santa Clara County, California","129301","null","48412","null",
"1500000US060855033324","Block Group 4, Census Tract 5033.32, Santa Clara County, California","160341","null","53490","null",
"1500000US060855033331","Block Group 1, Census Tract 5033.33, Santa Clara County, California","161786","null","41893","null",
"1500000US060855033332","Block Group 2, Census Tract 5033.33, Santa Clara County, California","153088","null","59377","null",
"1500000US060855033361","Block Group 1, Census Tract 5033.36, Santa Clara County, California","116750","null","39583","null",
"1500000US060855033362","Block Group 2, Census Tract 5033.36, Santa Clara County, California","126250","null","31565","null",
"1500000US060855033371","Block Group 1, Census Tract 5033.37, Santa Clara County, California","90560","null","16459","null",
"1500000US060855033372","Block Group 2, Census Tract 5033.37, Santa Clara County, California","148500","null","60502","null",
"1500000US060855033381","Block Group 1, Census Tract 5033.38, Santa Clara County, California","250,000+","250,000+","***","***",
"1500000US060855033382","Block Group 2, Census Tract 5033.38, Santa Clara County, California","250,000+","250,000+","***","***",
"1500000US060855033391","Block Group 1, Census Tract 5033.39, Santa Clara County, California","250,000+","250,000+","***","***",
"1500000US060855033392","Block Group 2, Census Tract 5033.39, Santa Clara County, California","234965","null","90087","null",
"1500000US060855034011","Block Group 1, Census Tract 5034.01, Santa Clara County, California","92583","null","43026","null",
"1500000US060855034012","Block Group 2, Census Tract 5034.01, Santa Clara County, California","90536","null","32762","null",
"1500000US060855034013","Block Group 3, Census Tract 5034.01, Santa Clara County, California","79045","null","7272","null",
"1500000US060855034021","Block Group 1, Census Tract 5034.02, Santa Clara County, California","71250","null","50795","null",
"1500000US060855034022","Block Group 2, Census Tract 5034.02, Santa Clara County, California","59352","null","10569","null",
"1500000US060855034023","Block Group 3, Census Tract 5034.02, Santa Clara County, California","73594","null","21594","null",
"1500000US060855035041","Block Group 1, Census Tract 5035.04, Santa Clara County, California","128317","null","32812","null",
"1500000US060855035042","Block Group 2, Census Tract 5035.04, Santa Clara County, California","109615","null","47496","null",
"1500000US060855035043","Block Group 3, Census Tract 5035.04, Santa Clara County, California","76436","null","31140","null",
"1500000US060855035044","Block Group 4, Census Tract 5035.04, Santa Clara County, California","103661","null","54739","null",
"1500000US060855035061","Block Group 1, Census Tract 5035.06, Santa Clara County, California","100385","null","22848","null",
"1500000US060855035062","Block Group 2, Census Tract 5035.06, Santa Clara County, California","91111","null","37572","null",
"1500000US060855035063","Block Group 3, Census Tract 5035.06, Santa Clara County, California","74782","null","46756","null",
"1500000US060855035071","Block Group 1, Census Tract 5035.07, Santa Clara County, California","116806","null","22521","null",
"1500000US060855035081","Block Group 1, Census Tract 5035.08, Santa Clara County, California","90529","null","31243","null",
"1500000US060855035082","Block Group 2, Census Tract 5035.08, Santa Clara County, California","70101","null","36213","null",
"1500000US060855035083","Block Group 3, Census Tract 5035.08, Santa Clara County, California","133854","null","29941","null",
"1500000US060855035091","Block Group 1, Census Tract 5035.09, Santa Clara County, California","96964","null","31706","null",
"1500000US060855035092","Block Group 2, Census Tract 5035.09, Santa Clara County, California","144107","null","31397","null",
"1500000US060855035101","Block Group 1, Census Tract 5035.10, Santa Clara County, California","73046","null","9694","null",
"1500000US060855035102","Block Group 2, Census Tract 5035.10, Santa Clara County, California","94773","null","30557","null",
"1500000US060855035103","Block Group 3, Census Tract 5035.10, Santa Clara County, California","118750","null","28501","null",
"1500000US060855035111","Block Group 1, Census Tract 5035.11, Santa Clara County, California","106063","null","35814","null",
"1500000US060855035112","Block Group 2, Census Tract 5035.11, Santa Clara County, California","91688","null","28269","null",
"1500000US060855036011","Block Group 1, Census Tract 5036.01, Santa Clara County, California","96591","null","60006","null",
"1500000US060855036012","Block Group 2, Census Tract 5036.01, Santa Clara County, California","68056","null","14424","null",
"1500000US060855036021","Block Group 1, Census Tract 5036.02, Santa Clara County, California","76795","null","24068","null",
"1500000US060855036022","Block Group 2, Census Tract 5036.02, Santa Clara County, California","68036","null","43124","null",
"1500000US060855036023","Block Group 3, Census Tract 5036.02, Santa Clara County, California","71217","null","13566","null",
"1500000US060855037031","Block Group 1, Census Tract 5037.03, Santa Clara County, California","52969","null","18946","null",
"1500000US060855037032","Block Group 2, Census Tract 5037.03, Santa Clara County, California","90417","null","19636","null",
"1500000US060855037071","Block Group 1, Census Tract 5037.07, Santa Clara County, California","93828","null","16250","null",
"1500000US060855037072","Block Group 2, Census Tract 5037.07, Santa Clara County, California","86667","null","31659","null",
"1500000US060855037073","Block Group 3, Census Tract 5037.07, Santa Clara County, California","90536","null","26194","null",
"1500000US060855037081","Block Group 1, Census Tract 5037.08, Santa Clara County, California","103173","null","19153","null",
"1500000US060855037091","Block Group 1, Census Tract 5037.09, Santa Clara County, California","-","-","**","**",
"1500000US060855037092","Block Group 2, Census Tract 5037.09, Santa Clara County, California","21875","null","16595","null",
"1500000US060855037093","Block Group 3, Census Tract 5037.09, Santa Clara County, California","21133","null","4723","null",
"1500000US060855037101","Block Group 1, Census Tract 5037.10, Santa Clara County, California","41063","null","10680","null",
"1500000US060855037102","Block Group 2, Census Tract 5037.10, Santa Clara County, California","53750","null","48708","null",
"1500000US060855037111","Block Group 1, Census Tract 5037.11, Santa Clara County, California","84375","null","13021","null",
"1500000US060855037112","Block Group 2, Census Tract 5037.11, Santa Clara County, California","103333","null","27644","null",
"1500000US060855037113","Block Group 3, Census Tract 5037.11, Santa Clara County, California","92153","null","36210","null",
"1500000US060855037121","Block Group 1, Census Tract 5037.12, Santa Clara County, California","79063","null","20902","null",
"1500000US060855037122","Block Group 2, Census Tract 5037.12, Santa Clara County, California","57625","null","23415","null",
"1500000US060855037123","Block Group 3, Census Tract 5037.12, Santa Clara County, California","55583","null","23129","null",
"1500000US060855037131","Block Group 1, Census Tract 5037.13, Santa Clara County, California","56004","null","19583","null",
"1500000US060855037132","Block Group 2, Census Tract 5037.13, Santa Clara County, California","73162","null","18483","null",
"1500000US060855038021","Block Group 1, Census Tract 5038.02, Santa Clara County, California","162063","null","149930","null",
"1500000US060855038022","Block Group 2, Census Tract 5038.02, Santa Clara County, California","108021","null","33316","null",
"1500000US060855038023","Block Group 3, Census Tract 5038.02, Santa Clara County, California","127556","null","38585","null",
"1500000US060855038024","Block Group 4, Census Tract 5038.02, Santa Clara County, California","88241","null","26270","null",
"1500000US060855038031","Block Group 1, Census Tract 5038.03, Santa Clara County, California","157557","null","36770","null",
"1500000US060855038032","Block Group 2, Census Tract 5038.03, Santa Clara County, California","53387","null","2033","null",
"1500000US060855038033","Block Group 3, Census Tract 5038.03, Santa Clara County, California","142833","null","38059","null",
"1500000US060855038041","Block Group 1, Census Tract 5038.04, Santa Clara County, California","119688","null","16595","null",
"1500000US060855038042","Block Group 2, Census Tract 5038.04, Santa Clara County, California","76645","null","59049","null",
"1500000US060855038043","Block Group 3, Census Tract 5038.04, Santa Clara County, California","84375","null","59337","null",
"1500000US060855039021","Block Group 1, Census Tract 5039.02, Santa Clara County, California","101500","null","49086","null",
"1500000US060855039022","Block Group 2, Census Tract 5039.02, Santa Clara County, California","105486","null","32932","null",
"1500000US060855039023","Block Group 3, Census Tract 5039.02, Santa Clara County, California","143594","null","46074","null",
"1500000US060855039024","Block Group 4, Census Tract 5039.02, Santa Clara County, California","82019","null","35260","null",
"1500000US060855039031","Block Group 1, Census Tract 5039.03, Santa Clara County, California","107168","null","16106","null",
"1500000US060855039032","Block Group 2, Census Tract 5039.03, Santa Clara County, California","90769","null","5843","null",
"1500000US060855040011","Block Group 1, Census Tract 5040.01, Santa Clara County, California","71389","null","22494","null",
"1500000US060855040012","Block Group 2, Census Tract 5040.01, Santa Clara County, California","96250","null","63448","null",
"1500000US060855040013","Block Group 3, Census Tract 5040.01, Santa Clara County, California","48854","null","5235","null",
"1500000US060855040021","Block Group 1, Census Tract 5040.02, Santa Clara County, California","75792","null","14196","null",
"1500000US060855040022","Block Group 2, Census Tract 5040.02, Santa Clara County, California","90272","null","32670","null",
"1500000US060855040023","Block Group 3, Census Tract 5040.02, Santa Clara County, California","110500","null","74979","null",
"1500000US060855041011","Block Group 1, Census Tract 5041.01, Santa Clara County, California","153051","null","41948","null",
"1500000US060855041012","Block Group 2, Census Tract 5041.01, Santa Clara County, California","64167","null","25539","null",
"1500000US060855041013","Block Group 3, Census Tract 5041.01, Santa Clara County, California","101429","null","56892","null",
"1500000US060855041021","Block Group 1, Census Tract 5041.02, Santa Clara County, California","118533","null","30739","null",
"1500000US060855041022","Block Group 2, Census Tract 5041.02, Santa Clara County, California","-","-","**","**",
"1500000US060855041023","Block Group 3, Census Tract 5041.02, Santa Clara County, California","54917","null","26696","null",
"1500000US060855042011","Block Group 1, Census Tract 5042.01, Santa Clara County, California","144762","null","37589","null",
"1500000US060855042012","Block Group 2, Census Tract 5042.01, Santa Clara County, California","174000","null","74836","null",
"1500000US060855042013","Block Group 3, Census Tract 5042.01, Santa Clara County, California","157330","null","20333","null",
"1500000US060855042021","Block Group 1, Census Tract 5042.02, Santa Clara County, California","226000","null","42992","null",
"1500000US060855042022","Block Group 2, Census Tract 5042.02, Santa Clara County, California","118875","null","20482","null",
"1500000US060855042023","Block Group 3, Census Tract 5042.02, Santa Clara County, California","153750","null","78334","null",
"1500000US060855043071","Block Group 1, Census Tract 5043.07, Santa Clara County, California","127170","null","6988","null",
"1500000US060855043072","Block Group 2, Census Tract 5043.07, Santa Clara County, California","105369","null","6511","null",
"1500000US060855043081","Block Group 1, Census Tract 5043.08, Santa Clara County, California","152557","null","40237","null",
"1500000US060855043082","Block Group 2, Census Tract 5043.08, Santa Clara County, California","103646","null","75727","null",
"1500000US060855043083","Block Group 3, Census Tract 5043.08, Santa Clara County, California","177153","null","20037","null",
"1500000US060855043111","Block Group 1, Census Tract 5043.11, Santa Clara County, California","199531","null","72549","null",
"1500000US060855043112","Block Group 2, Census Tract 5043.11, Santa Clara County, California","225648","null","82047","null",
"1500000US060855043113","Block Group 3, Census Tract 5043.11, Santa Clara County, California","140625","null","56923","null",
"1500000US060855043114","Block Group 4, Census Tract 5043.11, Santa Clara County, California","146837","null","63568","null",
"1500000US060855043141","Block Group 1, Census Tract 5043.14, Santa Clara County, California","139570","null","18421","null",
"1500000US060855043142","Block Group 2, Census Tract 5043.14, Santa Clara County, California","181053","null","88129","null",
"1500000US060855043143","Block Group 3, Census Tract 5043.14, Santa Clara County, California","110650","null","23764","null",
"1500000US060855043144","Block Group 4, Census Tract 5043.14, Santa Clara County, California","82045","null","27354","null",
"1500000US060855043151","Block Group 1, Census Tract 5043.15, Santa Clara County, California","129000","null","13850","null",
"1500000US060855043152","Block Group 2, Census Tract 5043.15, Santa Clara County, California","138365","null","49093","null",
"1500000US060855043153","Block Group 3, Census Tract 5043.15, Santa Clara County, California","156389","null","107682","null",
"1500000US060855043154","Block Group 4, Census Tract 5043.15, Santa Clara County, California","171172","null","70883","null",
"1500000US060855043155","Block Group 5, Census Tract 5043.15, Santa Clara County, California","134891","null","41228","null",
"1500000US060855043161","Block Group 1, Census Tract 5043.16, Santa Clara County, California","155208","null","40124","null",
"1500000US060855043162","Block Group 2, Census Tract 5043.16, Santa Clara County, California","128917","null","40289","null",
